tweet,gender,age_group,extraversion,neuroticism,agreeableness,conscientiousness,openness
TERING WAT BEN IK STIJF EN HET IS NIET EENS ME LUL..:(,0,0,0.1,0.2,0.3,0.1,0.2
"I DO, DO YOU? ""@ We all have that one friend ~",0,0,0.1,0.2,0.3,0.1,0.2
"Started out as friends, then became lovers. When we knew in the end, that was not the plan.",0,0,0.1,0.2,0.3,0.1,0.2
WAT EEN GOAL VAN ME NEEF CRISTIANO RONALDO!!,0,0,0.1,0.2,0.3,0.1,0.2
"RT ""@ That Ronaldo got me like... ~",0,0,0.1,0.2,0.3,0.1,0.2
"LIVERPOOL WORDT AFGEDROOGD, GA MAAR NAAR HUIS LIVERPOOL.",0,0,0.1,0.2,0.3,0.1,0.2
Will I ever meet my wife? Maybe one day? Have a few kids? Gonna travel out the stae?,0,0,0.1,0.2,0.3,0.1,0.2
"RT ""@ This is great ???? ~",0,0,0.1,0.2,0.3,0.1,0.2
PLEURIS FIFA STA JE 3-1 ACHTER RAAK JE 4X DE PAAL VERVOLGENS UIT EEN COUNTER DE 4-1 ????????????????????????,0,0,0.1,0.2,0.3,0.1,0.2
I love her till my last breaths gone.,0,0,0.1,0.2,0.3,0.1,0.2
"Pussy bomb, tik-tok. Eyes locked, lip lock, thing popped, I'm done. No love, heart sprung, baby gimme some yum yum.",0,0,0.1,0.2,0.3,0.1,0.2
"Fuck a blogdawg, cause one day we gone meet. Ima spaz on your ass like I'm on E.",0,0,0.1,0.2,0.3,0.1,0.2
There's nothing worst than feeling like a ghost.,0,0,0.1,0.2,0.3,0.1,0.2
I'm terrified.. like I've seen an UFO. Everything ain't what I used to know.,0,0,0.1,0.2,0.3,0.1,0.2
"ALL YOU HATERS SO PLAYED OUT, YA'LL SO 1999, AND I'M LIKE SO THESE AIN'T EVEN OUT YET, YOU CAN'T FIND IT ONLINE.",0,0,0.1,0.2,0.3,0.1,0.2
Why would I trip up for the bullshit?,0,0,0.1,0.2,0.3,0.1,0.2
"I'm lost, I need a sign. Lead the way, I'll be okay.",0,0,0.1,0.2,0.3,0.1,0.2
"RT ""@ Wow
       So weekend
          Very sleep
   Much relax
       Such break""",0,0,0.1,0.2,0.3,0.1,0.2
"HALAAA MADRID, DAT WERD TIJD.",0,0,0.1,0.2,0.3,0.1,0.2
"Hahahahaha ""@ This could be us but you ""too pretty"" to suck dick. ~",0,0,0.1,0.2,0.3,0.1,0.2
RT @ When Nas said ~,0,0,0.1,0.2,0.3,0.1,0.2
RT @ When she finally let's you fuck and the dick game stronger than she expected ~,0,0,0.1,0.2,0.3,0.1,0.2
RT @ Lmao this dude ~,0,0,0.1,0.2,0.3,0.1,0.2
Pretty eyes and that smile girl i'm a fool for that.,0,0,0.1,0.2,0.3,0.1,0.2
I don't want nobody but me talking to you until you fall asleep.,0,0,0.1,0.2,0.3,0.1,0.2
I'll live all my life around the thought of me and you.,0,0,0.1,0.2,0.3,0.1,0.2
August Alsina ft. Nicki Minaj - No Love (remix).,0,0,0.1,0.2,0.3,0.1,0.2
August Alsina - Kissing On My Tattoos,0,0,0.1,0.2,0.3,0.1,0.2
"GO BACK AND FORTH IN , MORE BEEF THAT YOU CAN PACK A FORK IN",0,0,0.1,0.2,0.3,0.1,0.2
"I'm a good boy, I just do bad things.",0,0,0.1,0.2,0.3,0.1,0.2
"@ when a thot finally sucks your dick but she ""sucks"" at it.",0,0,0.1,0.2,0.3,0.1,0.2
Dreaming about the things we could be.,0,0,0.1,0.2,0.3,0.1,0.2
I found light at the end of the tunnel. That's why I keep my head high.,0,0,0.1,0.2,0.3,0.1,0.2
"When I try to play sports..

~",0,0,0.1,0.2,0.3,0.1,0.2
"On a scheme for the green, if you know what I mean.",0,0,0.1,0.2,0.3,0.1,0.2
"Put your bottles in the air, let me hear the ching-ching.",0,0,0.1,0.2,0.3,0.1,0.2
"Life a rockstar lifestyle just like Sting, chick is a rockstar just like Pink.",0,0,0.1,0.2,0.3,0.1,0.2
"@ this is real fucked up, and 99% of the time I laugh about any offensive joke.",0,0,0.1,0.2,0.3,0.1,0.2
"@ i wont cause it didnt offend me personally, just in general offensive towards others. Wont unfollow for one stupid ass tweet",0,0,0.1,0.2,0.3,0.1,0.2
Chris Brown - 2012 to turn your mood.,0,0,0.1,0.2,0.3,0.1,0.2
When you need that late night.. we can both make love till the daylight..,0,0,0.1,0.2,0.3,0.1,0.2
"@ -Don't ever let anyone accuse you of NOT being a DEEP THINKER!  Now, any thoughts on the fiscal cliff we r speeding toward?",1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ - tough Chick!!!!!  2012 Conference Carolinas Championship - Chrissy Melcher, ""The Speech"": ~ via @",1,3,-0.2,-0.3,-0.1,0.0,0.5
GO @ Amazing Week for Mocs - Grapple at the Garden Promo | Video | Flowrestling ~ via @,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ - Way to go, @ - and THANKS for great updates for those of us that couldn't be there!",1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ Hearings? No time!  Our Pres is too busy covering up Fast & Furious details, not to mention murdering our own in Benghazi",1,3,-0.2,-0.3,-0.1,0.0,0.5
Please Support the son of a Grassland Teacher-- a Recently Handicapped Graduate Student's Research in Nuclear Fusion  ~,1,3,-0.2,-0.3,-0.1,0.0,0.5
@  Oh No!!!!  Can you go back to dr?  You should be feeling better by now!  Hurry-Santa's coming<3,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@  Yay!  You should be well in plenty of time for Santa ... and all that coal isn't gonna dig itself out of your stocking, you know",1,3,-0.2,-0.3,-0.1,0.0,0.5
"""Guns kill people"" so let's ban guns.  Ok. I get that Logic.  Let's stop Rape while we are at it too... what to ban?...what to ban?....",1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ SO SAD & If banning or controlling guns will end shooting deaths-Do It!  While we are at it, can we Stop Rape too?  Same Way",1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ @ What a great week for you guys and your fans!  Congratulations, Mr. Soto, on Being #CHATTANOOGASTRONG",1,3,-0.2,-0.3,-0.1,0.0,0.5
"Incredible #southernscuffle -thanks @ for exciting, fast-paced, crazy,wall-to-wall, intense, perfect event! Thank you, ATHLETES!",1,3,-0.2,-0.3,-0.1,0.0,0.5
Hey! @  Am I wearing pants? ~ via @,1,3,-0.2,-0.3,-0.1,0.0,0.5
"WAY TO GO @ - YOU ARE A BEAST!! Congratulations - LOTS of love from Franklin, TN right now!!",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ That IS a sweet roomie & thanks for the fashion tip printed on top of list!  I always count on you girls to keep me in-the-know.,1,3,-0.2,-0.3,-0.1,0.0,0.5
@ I love you anyway!!!!!!!!!! ~,1,3,-0.2,-0.3,-0.1,0.0,0.5
@ let's do that!!!!!  5 hour countdown for me- then I can start planning our PIU!!!!!,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ so excited that I made a list of what to bring for so much fun!!! PROBLEM-my LiSt won't fit in car!! 
Let the good times roll!!",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ I was just going to invite you to go with K and me to a wrestling tournament this weekend.  Do you know anybody else I could ask?,1,3,-0.2,-0.3,-0.1,0.0,0.5
"GREAT DAY! Celebrating the Past & TAKING CARE OF BUSINESS TODAY @ 22, Citadel 20. Congrats-all #GOMOCS wrestlers, coaches, fans!",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ -Thank you for week of forever-happy memories! You are the Hostest with the Mostest AND the #BestDaughter in the world! I LOVE YOU,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ @ I want..John to call- tell me EVERYTHING about his life, hopes, dreams, feelings-& that secretly he's homesick 4 me!",1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ Great Monday Moc Talk today! @ -All Business as Usual, but he almost seemed...happy?? #NoWay ~",1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ yes, sir.  might not be what you want- but I actually have 2 - I think both perfect and not being used.",1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ @ WOW!  So proud to be a CHATTANOOGA WRESTLING fan.  Taking care of business, on AND off the mat. Way to go, MOCS!",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ How is the most beautiful girl at UTC today???  If you are anything less than happy -I'm coming over there!!!!  I'll do it!  ilu,1,3,-0.2,-0.3,-0.1,0.0,0.5
GREAT Open letter to IOC from Donald @ @ Wrestling voted out of Olympics? Yes-just UNBELIEVABLE! #SaveOlympicWrestling,1,3,-0.2,-0.3,-0.1,0.0,0.5
~ Report on @ guys in new rankings NCAA D-1. Go @ Go @ Go @  and MORE,1,3,-0.2,-0.3,-0.1,0.0,0.5
So good to see this boy!! AND 3 more just like him! @ @ @ M.Lopez   #happymom ~,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ SO LOVED having you this weekend and getting to know you!! Now, STOP BLOWING UP TWITTER OR I'LL BE FORCED TO UNFOLLOW U-CHILL!",1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ Teen angst.  It's a terrible thing to let go to waste.  Keep it up, Jack :)",1,3,-0.2,-0.3,-0.1,0.0,0.5
Best of Brand Spotlight: University of Tennessee at Chattanooga Sharpens Direction with Mission and… ~ via @,1,3,-0.2,-0.3,-0.1,0.0,0.5
@ James shared this w/me-too real-he's honest. MACKLEMORE- OTHERSIDE REMIX FEAT. FENCES: ~ via @,1,3,-0.2,-0.3,-0.1,0.0,0.5
@ @ - I think this is it!,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ National Collegiate Open wrestling   Arthur Ashe Center, Richmond · ~",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ I knew you would love it- the whole album is just beautiful! Be careful though- don't get #BeiberFever!!! @,1,3,-0.2,-0.3,-0.1,0.0,0.5
"Congratulations to my favorite wrestling team in the country, @ on a great day today #TakingCareOfBusiness.  GO MOCS!",1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ Thanks for helping show world that wrestlers aren't block-heads, but scholars & def. not suffering from head injuries at all!",1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ I have Been ready - I hope YOU are ready!  Try to keep up with #Gigi and #KidRock!  See you soon, #K-Rock!!!!!",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ I love you!!!!!  Your visit made my my day and trip!! We are So Much Alike #soulmates #coolgirls - I hope 2 see again SOON!!,1,3,-0.2,-0.3,-0.1,0.0,0.5
@ @ What else could we do???  Wish you were here - #OnlyThingThatWouldMakeItBetter  #bffs,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ Isn't it sad and amazing the incredible people we miss out on because we label them just ""that 22 yr old nanny"" or whatever else?",1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ eh.  I never read all of yours to me anyway.  They were funny, sure, but a tad monotonous.  (NEW SPECIAL IS AWESOME!!!)",1,3,-0.2,-0.3,-0.1,0.0,0.5
"Mocs win Third Straight SoCon Title with FOUR CHAMPS! Exciting day online-GRT job, @ #ChattanoogaMocs #ILoveUTCwrestling",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ -Congratulations on your Big SoCon win today and for qualifying for NCAA's!  #ChattanoogaStrong #IloveChattanoogawrestling,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ GO, NIKO!!!  Awesome job today taking SoCon Title -See you at the NCAA's!!!!!  #ChattanoogaStrong #IloveChattanoogaWrestling",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ He's a Beast! -I bet he sees what we saw too - his Daddy pacing in the background!  No wonder he's not relaxing in that tub:),1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ ""kick butt and give Glory to God""......If that's not a famous Southern wrestling saying - it should be!",1,3,-0.2,-0.3,-0.1,0.0,0.5
"#d1wrestle, Baby!  Getting pumped for NCAA Championships next week. #RESPECT to every man there-ESPECIALLY my @ guys! #Represent",1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ @ You can take the boy out of the country..... but, yeah, no, you can't.  They'll just find it wherever they are!",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ Watching for GREAT things from you next week #d1wrestle - NCAA's-can't wait! - Congratulations and just Go #ChattanoogaStrong!!,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ I KNOW YOU ARE! So many of us there- #d1wrestle, #NCAA's- - every minute in spirit-watching - cheering XXLoud from Tennessee!",1,3,-0.2,-0.3,-0.1,0.0,0.5
Do not fear-do not be dismayed; I am your God. I will strengthen you & help you; I will uphold you with my righteous right hand—Isaiah 41:10,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ What WILL stop you?  I only ask because SO many people want to know!!!!  I love you, Parker and I know the answer is ""nothing""",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ @ -So excited to hear from JB! -headed to grocery store-hope they are stocked!  What are your favorite meals? #yay,1,3,-0.2,-0.3,-0.1,0.0,0.5
Great MM Talk with Coach E! Thanks Coaches & Seniors!!! #WeLoveOurMocs #WeBelieve  ~,1,3,-0.2,-0.3,-0.1,0.0,0.5
@ @  Last chance to place orders!  You know you boys are in the south now and can order fried chicken and biscuits :),1,3,-0.2,-0.3,-0.1,0.0,0.5
@ @ @ Sounds good!  Doing my part to keep our boys #ChattanoogaStrong !!!,1,3,-0.2,-0.3,-0.1,0.0,0.5
@ Just got notice you are now following me. You weren't ALREADY?? Your biggest fan? Your own Mom? I'm considering blocking you...,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ So happy to have you here! You liked my southern cooking enough to even say""Thank Y'all""! Grt visit!!! ~",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ I am sure they were all great.... but I hope you spotted a few who are #ChattanoogaStrong!!!,1,3,-0.2,-0.3,-0.1,0.0,0.5
"I just proved Oreo cookies as delicious at 39,500 ft- headed to Vegas for wrestling nationals! Won't be updating~~-what happens in Vegas....",1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ banquet 6:30-can't wait! Leaving now b/c @ told us 22 hrs ago he needed to move today :)Are you ready for this, KF?",1,3,-0.2,-0.3,-0.1,0.0,0.5
20 things to start doing in your personal relationships.... I think I will!! -  ~ via @,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ @ Finally paroled from 8th grade today!  Off to GMS to ""recognize"" you and celebrate w/you! Good Job, Boys! #ilu",1,3,-0.2,-0.3,-0.1,0.0,0.5
"Akron, Ohio-University Nationals-Ready to see our @ Boys Wrestle!  #GoMocs!!",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ Last 2 days to vote for Coach Rocco! 10 seconds to show our respect #ChattanoogaStrong <3 our coaches! ~,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ Coach E!  When will Mr Hooker have Twitter (I remember you encouraging a couple of Fr last year), so we can congratulate him?!",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ You are quickly becoming my main reason to remember to check Twitter!  #That'sFunnyIDontCareWhoYouAre #MyNephew,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ Heard ""summer wrestling makes winter champions""-seen it's true-Yay!!! for teachers who are willing to ""train"" off-season! #GoBurros",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ Takes one to know one.,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ - this made me think of you!!!  And welcome home, @ !!!!!  Good to know Karen has you for a while <3",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ -somehow made me think of you!,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ @ Cam, you misspelled PERFECT - - and I totally agree with you!!!!!",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ BEST TWEET EVER!!!!!  <3,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ MY HERO! I'm sorry for snake, but 1 of us had to go! The snake & I were CRAZY- Jack stayed cool as usual ~",1,3,-0.2,-0.3,-0.1,0.0,0.5
"Caden is SO happy Uncle John-John is home!  She is a HUGE @ fan, but is happy to have @ home!! ~",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ Boooooooo!  I actually wasted time feeling sad - complete with very sad face -on your tweet!!  #TEENAGERS!,1,3,-0.2,-0.3,-0.1,0.0,0.5
#itrustthegovtlike I trust teenagers and 2 year olds.,1,3,-0.2,-0.3,-0.1,0.0,0.5
@ @  Watch out for the CHUPACABRA!!!!,1,3,-0.2,-0.3,-0.1,0.0,0.5
@ This tweet makes me need to watch Napoleon Dynamite... no reason.  That's not until Sept so Relax and make yourself a quesa-dilla,1,3,-0.2,-0.3,-0.1,0.0,0.5
@ jack made a new friend this week ~,1,3,-0.2,-0.3,-0.1,0.0,0.5
@ @ - you 2 are having ENTIRELY too much fun in Puerto Rico! Be careful - #chupacabra ~,1,3,-0.2,-0.3,-0.1,0.0,0.5
Kid Dynamite Vs. World's Greatest | 2013 World Team Trials | Flowrestling ~ via @,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@  @  DOWN TO DAKE VS BURROUGHS! ""What's it like to wrestle best in the world?"" Dake: ""I am the best in the world"".",1,3,-0.2,-0.3,-0.1,0.0,0.5
"MS/HS WRESTLERS: TN St Champ Camp @ BGA,coached by @  @  @ @ next 2 wks! ~",1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ Mark Munoz-If Anderson Silva Doesn’t Want a Rematch with Weidman, He’d like One -  ~ via @",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ - How is  INTENSIVE CAMP going??  We are hearing big things! Could you ask @ why he's called dad 2x & mom ZERO?! <3,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ Would you mind terribly waiting until right after my funeral to use the word ""twerk"" again?  Oh, also maybe ""Miley"" too! ha",1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ @ I never ? our coaches, but this explains dancing practice at summer camp-U never know when you might NEED it!!",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ Was it this Shady GUY??????? ~,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ Hey #NinjaTrainer, Question from friend-is there Ninja camp next week?  If so-what day/s and times?  Thanks!  #IWantToBeANinja",1,3,-0.2,-0.3,-0.1,0.0,0.5
@ Buying some red/gray Rulons for your beast little bro- @ - He starts High School in 14 days.  #GoRebels #HappyBoy,1,3,-0.2,-0.3,-0.1,0.0,0.5
@ oops- Red/Black,1,3,-0.2,-0.3,-0.1,0.0,0.5
"Papaw, Thanks for buying me this tutu and purple glitter polish in NOLA! Welcome home- i love you! @ ~",1,3,-0.2,-0.3,-0.1,0.0,0.5
Hey @ It's official #RattyFreshman ready for high school!  #NewWrestlingShoes @ @ ~,1,3,-0.2,-0.3,-0.1,0.0,0.5
@ @  @ CAN'T STOP DANCING SINCE UTC CAMP! These are exact shoe @ wore jr/sr year-big FIND on Ebay!,1,3,-0.2,-0.3,-0.1,0.0,0.5
NCAA Champ Ellis Named Mocs Assistant -WOW!- WELCOME COACH ELLIS AND congrats @ ~,1,3,-0.2,-0.3,-0.1,0.0,0.5
"@ Doesn't matter any way... after 25 years I think you are stuck with me!!!  love, deb  @ @ ~",1,3,-0.2,-0.3,-0.1,0.0,0.5
"Welcome Back, Hillsboro!: ~ via @  @ - how awesome - I want to go to Hillsboro High School!!!",1,3,-0.2,-0.3,-0.1,0.0,0.5
Tsup. ~,1,2,0.4,0.5,0.1,0.2,0.4
"We're discussing to relocate a meeting in Israel and the local organizer finds ""the phrasing of the recommendation offensive"".",1,2,0.4,0.5,0.1,0.2,0.4
"""Post by @ is performing better than 90% of other posts on page #Zelemenjava."" Kaj, ?e ti kar admin password dam, pa sva zmenjena;)",1,2,0.4,0.5,0.1,0.2,0.4
@ Tromba squash takes a ride through town. Thanks for the seeds! ~,1,2,0.4,0.5,0.1,0.2,0.4
Not in Boston but a revolutionary Tea Party nevertheless. ~,1,2,0.4,0.5,0.1,0.2,0.4
Don't ask what your garden can do for you. Ask what you can do for your garden. #HappyWeekend,1,2,0.4,0.5,0.1,0.2,0.4
Team Work ~,1,2,0.4,0.5,0.1,0.2,0.4
@ Dream Team :),1,2,0.4,0.5,0.1,0.2,0.4
"@ ""So she and her photographer friends did what anybody would do in their position."" #lolprelol",1,2,0.4,0.5,0.1,0.2,0.4
"No, to. ~",1,2,0.4,0.5,0.1,0.2,0.4
"Že ene par sezon se trudim s korakom št. 1: ""Admit you live in a small space. Deal with it."" ~",1,2,0.4,0.5,0.1,0.2,0.4
@ As soon as I submit this paper :/ @,1,2,0.4,0.5,0.1,0.2,0.4
I'm being paid to hang out on Twitter for scientific purposes. How cool is that.,1,2,0.4,0.5,0.1,0.2,0.4
"@ LOL, #businessmodel of the century!",1,2,0.4,0.5,0.1,0.2,0.4
@ I only work for the breaks. @,1,2,0.4,0.5,0.1,0.2,0.4
Faster-than-shutterspeed ~,1,2,0.4,0.5,0.1,0.2,0.4
Kale is the new bacon #LOL,1,2,0.4,0.5,0.1,0.2,0.4
"@ Yes, please! @",1,2,0.4,0.5,0.1,0.2,0.4
I love to bring some of my garden home. And I love to take it to people without one. #GardensWithoutBorders ~,1,2,0.4,0.5,0.1,0.2,0.4
Word of the day: convival. I love my #rand!,1,2,0.4,0.5,0.1,0.2,0.4
An interesting and very relevant read: ~,1,2,0.4,0.5,0.1,0.2,0.4
"I've actually just had to deal with this question: ""Dutchland isnt the same as saying germany?"" #omg",1,2,0.4,0.5,0.1,0.2,0.4
@ Life's too short for ironing. I recommend irony instead. @ @ @,1,2,0.4,0.5,0.1,0.2,0.4
The Guardian. ~,1,2,0.4,0.5,0.1,0.2,0.4
I <3 Tabor. ~,1,2,0.4,0.5,0.1,0.2,0.4
@ @ @ @ @ lots of ideas for some cool workshops next season!,1,2,0.4,0.5,0.1,0.2,0.4
The Translation in Transition 2015 Conference invites submissions: ~,1,2,0.4,0.5,0.1,0.2,0.4
"@ need to change my research area. all my meetings seem to be in frankfurt these days, argentina sounds much more appealing:)",1,2,0.4,0.5,0.1,0.2,0.4
@ labour day&night :),1,2,0.4,0.5,0.1,0.2,0.4
"So, spam has decided to play the flatter note: ""Dear Director,"" #StillFail",1,2,0.4,0.5,0.1,0.2,0.4
@ Too many cooks...,1,2,0.4,0.5,0.1,0.2,0.4
"@ Sown on Int. Sunflower Guerrilla Gardening Day in Ljubljana, Slovenia and have turned a couple of heads. ~",1,2,0.4,0.5,0.1,0.2,0.4
The end is nigh. ~,1,2,0.4,0.5,0.1,0.2,0.4
"the highlight of a working saturday: ""The ubercool morphology of Internet gamers: A linguistic analysis""",1,2,0.4,0.5,0.1,0.2,0.4
Why Slovene Houses Look The Way They Do by Polonca Lovšin: ~ @,1,2,0.4,0.5,0.1,0.2,0.4
"Just booked tickets for a trip to Sri Lanka with my parents. Boy, I'm old!",1,2,0.4,0.5,0.1,0.2,0.4
office dynamics ~,1,2,0.4,0.5,0.1,0.2,0.4
One of my favourite linguists on one of my favourite topic - food. What more could you ask for. ~,1,2,0.4,0.5,0.1,0.2,0.4
Back to the roots ~,1,2,0.4,0.5,0.1,0.2,0.4
@ Mal scary.,1,2,0.4,0.5,0.1,0.2,0.4
If programming languages were vehicles: ~,1,2,0.4,0.5,0.1,0.2,0.4
@ Everyone's helping out with paperwork! ~,1,2,0.4,0.5,0.1,0.2,0.4
Boljšga CFP pa še ne: The 3rd Virtual International Conference on Advanced Research in Scientific Areas,1,2,0.4,0.5,0.1,0.2,0.4
Not a unicorn but that’s ok. ~,1,2,0.4,0.5,0.1,0.2,0.4
Guerilla gardeners of all generations in #ljubljana #slovenia @ @ ~,1,2,0.4,0.5,0.1,0.2,0.4
Academia meet guerilla gardeners to learn from their experience in #ljubljana #slovenia @ @ ~,1,2,0.4,0.5,0.1,0.2,0.4
"I swear to god this is a true email: ""Ponudba Corleone. Ponudba, ki je ne morete zavrniti."" #SpamIsFun",1,2,0.4,0.5,0.1,0.2,0.4
Auntie of the year goes to … not me. #blades #toddlers #strike3 ~,1,2,0.4,0.5,0.1,0.2,0.4
i want a job like this ~,1,2,0.4,0.5,0.1,0.2,0.4
Al fresco dining. #balcony #goodbyesummer ~,1,2,0.4,0.5,0.1,0.2,0.4
"#gardening101: ""Preserving basil is easy and can be achieved through many methods, including air drying (much like cannabis).""",1,2,0.4,0.5,0.1,0.2,0.4
Excited to be invited: ~,1,2,0.4,0.5,0.1,0.2,0.4
"@ speechrecognition&translectures platform na hitro zgleda, da sta open source: ~  @ @",1,2,0.4,0.5,0.1,0.2,0.4
"Ugani, kje sem:) ""Enjoy the lovely view from the artificial hill.""",1,2,0.4,0.5,0.1,0.2,0.4
"Dutch bitter balls, anyone? #LostInTranslation ~",1,2,0.4,0.5,0.1,0.2,0.4
Anything not to be missed happening in #Brussels this weekend?,1,2,0.4,0.5,0.1,0.2,0.4
"#MT@ at the European Commission. Great event, congrats to the organizers! ~",1,2,0.4,0.5,0.1,0.2,0.4
"@ tokrat bolj službene teme, machine translation & post-editing :)",1,2,0.4,0.5,0.1,0.2,0.4
True that! #MT@ ~,1,2,0.4,0.5,0.1,0.2,0.4
The flight is delayed but nobody seems to mind. #BrusselsAirport ~,1,2,0.4,0.5,0.1,0.2,0.4
"Don't ask what your country can do for you, ask what you can do for your country. #BorutovKoledar",1,2,0.4,0.5,0.1,0.2,0.4
Why.~,1,2,0.4,0.5,0.1,0.2,0.4
I love this. ~,1,2,0.4,0.5,0.1,0.2,0.4
A perfect night for sope making. #dyi,1,2,0.4,0.5,0.1,0.2,0.4
Can you recommend any nice and inspiring urban/community/container gardening projects/initiatives/corners to visit in Paris?,1,2,0.4,0.5,0.1,0.2,0.4
Satire is Dead :[ #ParisShooting,1,2,0.4,0.5,0.1,0.2,0.4
@ False alarm!,1,2,0.4,0.5,0.1,0.2,0.4
"Linguists should be doing linguistics, not watching terrorists :/ #paris #vincennes ~",1,2,0.4,0.5,0.1,0.2,0.4
#paris is tired tonight. ~,1,2,0.4,0.5,0.1,0.2,0.4
Don't miss #CFP for Student Session at #ESSLLI. Proceedings published by Springer & Best Paper Award: ~ #sdjt,1,2,0.4,0.5,0.1,0.2,0.4
She means well but she doesn't wear deodorant.,1,2,0.4,0.5,0.1,0.2,0.4
"knock knock. who's there. the super awesome, coolest ever @ @",1,2,0.4,0.5,0.1,0.2,0.4
"Happy maps, must watch! @ @ ~",1,2,0.4,0.5,0.1,0.2,0.4
"Happy maps, must watch! @ @ ~",1,2,0.4,0.5,0.1,0.2,0.4
@ Thank you! Whenever I pick the longer but prettier route many think I'm geo-illiterate. Because of you I feel less bonkers:),1,2,0.4,0.5,0.1,0.2,0.4
Or you can come over to my place: ~,1,2,0.4,0.5,0.1,0.2,0.4
Every day is not a gift. #SimpleTruths,1,2,0.4,0.5,0.1,0.2,0.4
"Half a year into a 3-year project already deep into an application for another one. This should be Work Package No. 1, come to think of it.",1,2,0.4,0.5,0.1,0.2,0.4
"Linguistics, the big picture: ~ #sdjt #linguistics #cfp",1,2,0.4,0.5,0.1,0.2,0.4
Today's windowsill harvest ~,1,2,0.4,0.5,0.1,0.2,0.4
There's jet-lagged and there's fall-asleep-half-way-through-bikini-wax jet-lagged.,1,2,0.4,0.5,0.1,0.2,0.4
This is for real. #unawatuna #srilanka ~,1,2,0.4,0.5,0.1,0.2,0.4
Word of the week: #SkinTax (nobody in #SriLanka wants you to go shopping with them because your white complexion causes the prices to soar),1,2,0.4,0.5,0.1,0.2,0.4
"@ @ @ @ @ @ BNL the only way, daar leer je t meest :)",0,0,0.1,0.4,0.0,0.1,0.2
Iemand 8s?,0,0,0.1,0.4,0.0,0.1,0.2
8s LF3 Add BeCasNL (Ps3),0,0,0.1,0.4,0.0,0.1,0.2
auto-assign yeah right,0,0,0.1,0.4,0.0,0.1,0.2
@ was :P,0,0,0.1,0.4,0.0,0.1,0.2
Iemand 8s?,0,0,0.1,0.4,0.0,0.1,0.2
Early morning frustrations,0,0,0.1,0.4,0.0,0.1,0.2
Back on that video grind ~,0,0,0.1,0.4,0.0,0.1,0.2
WAT IS DIT IK WORD GEK,0,0,0.1,0.4,0.0,0.1,0.2
